Booking_Lead_Time,Fare_Class,Seats_Available,Seats_Booked,Competitor_Price,Fuel_Price,Public_Holiday,Weather_Impact
18,1,246,239,728,2.09,0,2
251,1,197,124,255,1.1,0,0
73,1,146,65,318,3.01,0,0
148,2,182,136,463,1.22,1,3
344,1,274,272,163,0.93,1,2
159,1,299,220,723,1.04,0,0
105,1,333,242,677,1.18,0,0
60,0,124,84,410,2.96,0,0
113,2,329,280,933,1.47,0,0
353,1,118,78,539,2.37,0,3
204,2,284,242,833,2.61,0,0
7,1,329,248,602,3.4,0,0
51,1,399,296,486,1.47,0,3
145,1,100,57,713,3.36,0,1
174,1,296,112,252,3.4,1,0
353,1,333,110,29,0.62,0,0
240,1,221,63,449,1.96,0,0
210,1,334,234,751,1.44,0,0
154,2,301,155,981,2.49,1,3
211,2,286,57,138,3.1,0,0
361,1,159,60,1073,1.62,0,3
347,0,355,140,1107,2.15,0,3
126,2,190,71,759,3.3,0,0
249,1,290,249,506,3.33,1,3
87,1,148,145,994,0.72,0,0
123,1,205,119,57,2.88,1,3
200,2,170,88,26,2.76,0,0
208,1,283,73,103,1.46,0,0
357,0,193,124,505,0.99,0,2
132,2,215,197,1086,2.31,0,0
117,1,372,274,590,2.3,0,0
168,2,375,287,219,3.27,0,0
97,1,116,92,698,2.76,0,3
314,1,348,99,643,2.0,0,2
90,2,347,181,531,2.72,0,0
6,1,133,107,977,2.41,0,3
194,0,321,216,428,2.3,0,0
11,1,132,86,1011,3.36,1,0
148,1,157,147,719,3.22,0,0
147,1,151,131,360,0.55,0,0
205,1,231,222,1153,1.13,0,3
294,1,299,64,1052,1.33,0,0
38,2,361,277,441,2.51,1,0
88,1,275,60,241,1.87,0,2
225,1,252,157,1002,2.48,0,3
214,1,272,57,990,3.19,0,0
12,1,377,162,102,1.31,1,3
114,1,383,136,1063,3.47,0,0
100,1,239,154,745,3.42,0,0
180,0,303,159,1079,2.12,0,0
235,0,238,115,312,1.26,0,0
102,1,201,194,262,0.94,0,3
7,0,295,140,671,2.17,0,0
202,1,229,62,877,1.3,0,1
349,0,360,128,1055,0.84,1,0
241,1,252,71,304,2.01,0,0
46,1,341,73,806,0.8,0,3
231,2,272,243,223,2.39,0,0
250,1,197,81,490,2.58,1,0
178,1,371,66,480,0.58,0,0
306,1,299,216,827,2.39,1,0
97,1,150,52,558,3.42,0,0
276,1,167,130,420,3.18,0,3
359,2,212,114,279,2.86,0,0
330,1,146,126,161,2.09,0,1
196,1,382,263,296,2.59,0,0
219,1,123,78,479,1.58,0,0
257,0,134,79,116,2.75,0,2
110,1,367,193,228,2.71,0,0
37,1,374,299,858,1.37,0,2
254,1,237,65,1105,1.51,0,0
11,1,175,124,617,0.71,0,0
108,1,318,85,376,1.37,1,3
177,1,287,97,266,3.47,0,2
205,1,296,63,620,1.96,0,0
17,1,158,84,868,1.12,0,0
350,1,190,86,763,1.68,0,0
96,1,143,61,223,2.55,0,1
239,1,330,287,931,1.76,0,3
71,1,241,161,508,2.7,0,0
320,0,148,137,135,1.89,0,2
230,1,292,140,1170,2.52,0,0
325,0,180,168,174,1.8,0,2
363,1,328,127,733,0.77,1,0
211,2,394,279,1166,0.86,1,0
28,1,296,72,706,2.02,0,1
326,0,150,85,1180,2.1,0,0
2,1,336,289,123,1.85,0,0
115,1,177,71,403,2.69,0,0
352,1,247,185,302,1.3,0,0
363,1,370,320,616,1.01,1,3
336,0,384,218,343,0.94,0,0
203,0,123,112,961,2.87,0,0
281,1,219,187,502,1.84,0,0
24,1,100,83,793,0.96,0,0
241,2,105,66,979,3.07,0,1
162,1,143,127,602,3.02,0,0
176,1,390,273,796,3.18,1,0
72,2,137,68,1050,2.57,0,0
189,1,204,169,267,3.3,0,0
179,1,303,250,569,3.13,0,0
163,1,358,169,752,1.07,0,2
309,1,174,116,667,1.37,1,0
111,1,373,98,552,2.42,0,0
301,2,384,59,159,3.09,0,0
60,0,368,132,1172,2.09,0,0
37,0,222,70,526,2.75,0,0
76,0,260,256,507,0.7,0,0
61,1,276,124,1129,0.74,0,0
182,1,147,102,1075,3.42,0,1
140,1,197,69,322,2.97,0,0
52,1,355,181,610,2.83,1,0
332,0,227,120,628,1.23,0,2
143,2,284,198,656,1.32,0,0
169,1,241,50,516,1.48,0,0
226,1,250,239,506,1.56,0,0
28,0,138,66,850,1.7,0,0
156,1,212,210,1111,1.05,0,0
281,1,335,131,1121,2.2,0,1
177,1,239,199,82,2.91,1,2
123,1,350,129,25,0.83,1,1
364,1,114,57,172,3.03,0,0
340,1,164,66,31,1.85,0,0
248,0,190,131,558,0.99,0,0
22,1,150,141,467,2.8,0,0
118,1,124,115,117,1.78,0,2
197,1,184,115,922,2.67,0,3
176,1,281,226,767,3.2,1,2
51,1,155,77,467,1.78,0,0
14,1,342,327,249,1.59,0,2
95,1,316,120,287,1.13,0,0
155,1,302,147,349,0.61,1,0
204,0,119,103,207,2.99,0,0
64,0,268,197,22,2.34,0,3
341,0,261,258,781,0.6,1,0
322,0,198,90,1217,0.59,0,1
175,0,215,124,499,2.88,0,0
209,2,363,118,1074,3.33,0,1
307,1,324,128,188,3.23,0,0
14,0,135,66,260,3.43,0,0
47,1,378,223,430,2.54,0,2
354,1,180,111,132,1.42,0,0
314,2,191,114,410,2.97,0,0
175,1,138,66,625,2.93,1,0
87,0,382,190,122,0.93,0,0
263,1,182,122,272,2.98,0,3
91,1,379,377,1233,1.76,0,0
9,1,222,198,609,0.51,0,0
354,1,200,112,699,1.03,0,0
133,0,309,155,297,1.98,0,0
271,1,189,66,177,2.52,0,0
136,1,167,136,363,1.25,0,0
67,1,208,203,324,1.04,0,0
105,0,221,194,317,2.77,0,0
215,0,328,197,64,2.08,0,0
352,1,265,136,488,2.49,0,3
146,1,267,264,541,1.58,0,0
229,1,399,232,996,0.53,0,0
217,1,102,97,202,1.24,0,0
133,1,251,166,1019,3.07,0,0
119,1,181,57,1021,2.36,0,0
56,0,273,133,588,3.27,1,0
218,2,304,173,187,1.61,0,1
11,1,354,50,361,0.93,1,0
172,1,131,112,569,2.54,0,3
347,0,385,344,563,1.52,0,2
283,1,351,259,624,0.98,0,0
307,2,295,53,619,1.78,0,3
99,0,285,168,834,2.68,0,0
220,1,274,114,266,1.05,1,0
349,1,263,104,944,3.12,0,0
164,0,127,53,698,1.93,0,0
135,1,163,115,691,0.8,0,0
243,1,249,64,720,1.22,0,0
207,1,176,142,1119,2.21,1,2
41,1,317,114,793,2.14,0,3
273,1,221,199,692,0.62,0,0
221,1,147,136,878,2.65,0,3
348,1,106,88,152,1.68,0,0
228,0,105,91,880,3.26,0,0
183,0,175,110,335,0.74,0,0
262,2,152,107,121,0.67,0,0
151,0,197,105,885,2.64,1,0
80,1,226,73,329,1.12,0,2
105,2,262,206,797,1.94,0,0
219,1,120,101,1170,2.38,0,0
347,0,220,216,859,2.21,0,1
288,1,237,115,597,0.81,0,0
73,1,168,72,60,1.62,0,0
59,1,372,304,736,2.6,0,3
301,1,336,196,115,3.14,0,0
159,1,322,118,845,2.28,0,0
290,1,253,75,1003,0.8,0,0
199,1,164,129,606,1.68,0,0
301,0,360,282,517,2.21,0,3
23,1,125,54,393,3.44,0,2
139,1,304,81,1034,1.66,0,0
226,1,324,206,885,1.36,0,0
228,1,282,68,1125,2.35,0,0
197,1,328,297,1205,1.51,0,3
172,1,307,197,225,0.63,0,0
314,1,375,91,864,1.99,0,0
155,1,331,60,673,0.97,0,0
261,2,132,99,857,0.85,1,1
137,2,360,259,513,3.09,0,0
105,1,141,136,772,2.61,1,0
158,1,318,237,1235,1.88,0,0
265,1,234,181,827,1.71,0,0
167,0,247,52,245,0.9,0,0
60,0,287,102,680,0.71,0,0
195,1,134,120,289,1.93,1,0
267,1,278,165,744,3.48,0,0
191,1,331,220,57,3.24,0,0
67,1,398,209,67,1.27,0,1
80,2,200,192,238,2.9,0,2
177,1,141,62,400,3.19,0,1
257,1,255,180,575,0.83,0,0
136,2,350,118,477,0.5,0,0
214,1,130,51,462,1.07,0,2
274,1,315,198,258,1.3,0,0
121,0,395,184,643,0.97,0,0
111,1,395,221,1047,2.49,0,0
108,0,355,114,556,2.78,0,0
225,1,227,212,1119,3.0,0,0
46,1,267,206,604,2.32,1,1
146,1,230,118,946,2.11,0,0
177,1,295,87,1208,1.64,0,0
184,1,245,187,266,2.03,0,0
289,1,361,166,877,3.09,0,0
157,1,114,98,1048,1.1,0,0
202,0,335,311,472,1.81,0,0
267,1,384,203,1229,1.05,1,0
199,0,198,67,877,2.07,0,0
72,1,156,58,203,3.19,0,0
177,0,341,113,294,1.08,0,0
40,1,163,78,1066,2.88,0,0
226,0,253,98,431,2.41,0,0
123,2,339,69,788,1.97,0,0
319,1,227,84,983,2.07,0,0
42,0,284,276,1071,1.19,0,0
332,0,379,292,620,2.33,1,0
189,0,241,166,654,3.22,0,0
221,1,124,93,968,1.22,0,0
355,1,345,279,1013,1.45,0,0
78,1,191,69,623,0.95,0,3
115,2,154,142,1178,3.41,0,2
193,1,130,89,807,0.95,0,0
237,2,176,71,375,1.03,1,0
225,1,350,102,764,2.76,0,0
204,2,354,88,635,1.52,0,0
105,1,375,81,506,2.78,0,0
80,1,148,138,405,0.73,0,0
54,0,170,103,1083,1.35,0,0
84,1,367,273,583,0.97,0,0
330,0,184,64,727,2.35,0,0
130,2,320,250,482,1.48,1,0
67,1,399,344,598,2.34,1,0
121,0,210,151,743,1.84,0,3
237,1,159,76,1120,1.71,0,0
124,0,197,62,545,0.73,0,2
260,0,222,139,167,3.5,0,2
37,2,348,151,460,1.3,0,1
356,0,397,179,157,3.01,0,0
124,1,308,305,563,2.41,0,0
281,1,372,351,924,1.24,0,3
143,1,297,81,1261,2.41,0,1
95,1,295,246,873,1.44,0,2
49,1,124,83,515,2.62,0,1
228,1,384,192,444,2.17,0,0
93,1,228,199,248,0.78,0,0
354,1,209,153,906,3.29,0,2
273,0,397,132,710,1.69,0,2
44,1,296,177,814,1.93,0,0
232,1,148,87,1082,2.46,1,2
345,1,198,159,709,2.33,0,0
193,0,286,118,526,2.1,0,0
11,1,214,176,889,0.67,0,0
1,1,127,123,1033,2.54,1,0
352,0,262,99,216,2.54,0,0
239,1,126,69,174,0.86,0,0
14,1,154,65,303,0.64,0,0
364,1,178,176,357,3.0,0,0
16,1,120,53,1070,2.73,0,0
318,0,354,63,732,0.67,0,0
286,1,310,180,280,1.24,0,0
137,1,337,289,564,0.79,0,0
223,1,377,152,1205,1.8,0,0
25,0,109,59,995,2.62,0,2
198,2,262,157,1173,2.21,0,0
318,0,391,71,323,2.04,0,0
25,1,149,128,1270,1.47,0,0
313,1,212,89,58,2.56,0,0
358,1,196,182,315,3.49,0,0
345,0,227,222,546,0.86,1,3
167,1,131,52,673,0.9,0,1
37,0,318,122,133,2.63,0,0
353,0,136,105,689,2.19,0,2
50,1,218,53,986,0.52,0,0
165,1,223,153,647,0.9,0,0
152,2,344,238,1203,2.24,0,0
219,1,370,318,-28,2.99,0,0
220,1,250,97,596,3.32,0,3
153,1,320,168,138,2.26,0,0
274,2,350,82,769,1.73,0,3
278,1,341,73,598,0.66,0,0
24,1,357,268,637,2.97,1,0
268,0,326,318,223,1.0,0,0
264,1,398,388,526,3.07,0,3
265,0,320,124,737,3.1,0,3
271,1,172,62,301,1.47,0,0
142,2,264,206,1148,1.09,0,0
30,1,144,111,1050,3.43,0,0
184,1,132,90,1185,0.76,0,0
109,1,231,172,480,3.46,1,0
14,1,368,317,252,3.47,0,0
340,1,365,263,274,1.29,0,0
60,1,228,77,1009,2.93,1,0
309,0,355,277,1260,3.44,0,0
296,0,134,109,581,2.5,0,0
110,1,379,196,984,2.59,0,0
271,1,138,97,1144,2.2,0,0
140,1,384,213,773,2.02,0,0
78,1,162,138,627,1.22,0,2
36,1,131,98,375,1.79,1,0
19,1,238,81,996,1.75,1,0
267,1,389,76,539,1.54,0,0
99,1,127,70,727,1.71,0,0
149,1,134,116,705,2.47,1,0
242,1,278,171,374,2.95,0,2
17,2,109,50,1033,2.71,1,0
108,1,135,124,1079,1.23,0,2
178,1,260,210,636,1.81,0,0
317,0,148,139,24,0.67,0,0
174,1,357,330,1137,3.19,0,0
247,1,160,115,795,3.2,0,0
1,1,226,211,427,2.28,0,0
359,1,326,251,947,1.49,0,0
103,2,273,187,733,0.96,0,0
162,0,274,148,698,1.98,0,0
184,1,283,272,613,3.16,0,2
319,1,144,72,267,2.53,0,2
106,1,348,94,536,2.87,1,0
210,1,381,328,936,2.99,0,1
340,1,245,229,154,1.86,0,0
154,1,129,110,610,0.83,0,3
178,2,255,127,376,1.87,0,1
359,0,147,65,146,3.47,0,0
99,1,349,264,536,2.76,0,0
156,1,172,124,259,1.29,1,0
342,1,335,328,964,2.59,0,0
270,0,144,103,631,1.8,0,1
323,0,105,76,735,2.15,0,0
118,1,304,53,344,1.42,0,3
255,1,215,153,792,2.76,0,0
52,0,185,165,856,0.55,0,0
172,1,243,222,1206,1.51,0,0
213,1,356,194,470,1.74,0,0
203,0,362,100,960,1.24,0,2
313,1,167,120,177,2.43,0,0
186,2,108,59,601,1.45,0,0
103,1,356,242,471,2.39,0,0
47,2,326,322,275,1.63,0,2
219,1,133,68,208,3.42,0,3
204,1,342,233,293,1.27,0,0
121,1,313,287,111,3.31,0,0
192,0,200,147,702,2.1,0,3
230,0,122,57,1209,1.36,0,0
288,0,210,181,396,2.1,1,0
34,1,348,305,1038,2.13,0,0
106,1,352,146,465,2.06,0,0
208,1,174,121,296,3.22,0,2
22,1,372,195,955,2.55,0,0
142,1,188,105,854,2.04,0,0
57,0,111,69,269,2.16,1,0
205,2,148,128,297,2.13,1,2
322,1,110,101,566,0.71,0,0
267,0,273,117,680,2.12,0,0
96,1,251,123,1042,1.02,0,0
238,1,241,118,946,0.84,0,0
242,1,106,82,765,2.31,0,0
72,1,187,68,571,2.49,0,2
169,2,394,234,341,2.08,0,0
340,1,219,58,730,2.97,0,1
333,1,142,122,1028,2.06,0,3
275,2,184,174,739,0.74,0,0
210,2,326,102,638,1.67,1,1
134,0,142,138,812,1.21,0,0
289,0,147,117,384,0.79,0,0
40,1,233,90,397,0.65,1,1
171,1,153,125,196,0.78,0,0
69,0,268,132,974,3.18,0,3
249,1,129,122,742,3.46,0,3
37,1,209,91,976,1.62,0,0
177,1,215,104,864,1.96,0,0
99,0,176,121,657,3.18,1,0
297,1,256,125,461,0.6,0,3
234,1,132,105,242,2.83,0,0
247,1,317,279,792,2.63,1,0
97,1,345,220,1051,2.33,1,0
231,1,394,150,1089,2.73,0,3
175,0,398,74,339,1.1,0,0
137,1,352,64,940,2.23,0,0
303,0,269,207,847,2.49,1,2
214,1,346,277,660,1.2,0,0
24,1,369,336,967,2.07,0,0
259,1,141,116,524,3.32,0,0
17,0,139,68,337,1.34,0,0
47,1,120,94,306,3.31,0,1
314,1,332,81,743,0.67,1,2
288,1,323,293,828,1.37,0,0
92,2,106,69,326,3.19,0,2
71,1,221,112,799,2.67,0,0
41,0,333,314,1150,1.93,0,0
177,1,264,144,1073,1.9,0,0
149,2,262,230,866,0.94,0,0
18,0,309,292,226,2.5,0,0
30,1,399,178,782,1.58,0,2
128,1,189,116,58,2.21,0,0
353,1,139,59,45,2.15,0,0
302,1,359,355,993,2.83,0,0
18,1,296,205,1062,1.71,0,2
190,1,217,215,88,3.07,0,2
187,1,388,127,362,1.24,0,0
121,0,359,103,317,0.99,0,0
321,1,264,188,160,1.58,1,0
181,1,197,112,994,0.99,0,2
198,1,201,195,627,2.78,0,0
102,0,254,193,887,1.94,0,3
124,0,339,266,180,1.88,1,0
116,0,293,152,460,0.6,0,0
309,1,302,273,420,3.11,0,0
118,0,366,294,355,1.08,0,0
30,1,333,196,1034,1.2,0,2
217,1,221,52,595,2.71,0,0
107,1,179,69,765,2.27,0,0
279,1,257,226,104,2.89,0,0
186,2,299,71,173,1.5,0,3
245,0,329,194,207,3.46,1,3
319,1,221,116,969,0.97,0,2
124,2,383,192,192,0.78,0,0
50,0,114,96,392,1.91,0,0
141,1,321,171,887,2.56,0,0
131,1,162,74,958,2.28,1,0
229,1,194,74,484,0.68,1,1
106,1,317,291,887,1.91,1,0
126,1,378,238,156,0.85,0,0
291,1,301,214,848,3.47,0,0
277,1,266,184,305,1.27,1,0
250,1,149,66,433,1.46,0,0
148,2,118,80,183,3.04,0,0
249,1,203,77,182,2.61,0,0
353,1,325,173,380,1.35,0,0
163,1,166,106,146,2.79,0,0
250,0,140,70,4,0.69,0,0
87,1,144,132,924,1.67,0,0
232,1,139,92,697,2.6,0,0
225,1,399,116,1078,2.87,0,0
193,1,299,53,408,2.84,0,2
232,0,279,65,1087,2.15,0,0
43,1,264,252,1129,2.43,0,0
190,0,148,101,969,0.53,0,0
279,1,301,241,1133,3.32,0,3
164,2,115,111,801,2.29,0,0
126,0,145,98,822,2.54,0,0
105,1,105,95,191,0.59,1,0
142,2,364,152,414,2.14,0,0
7,2,310,154,292,1.14,1,2
154,1,248,80,721,0.89,0,0
334,1,364,309,123,2.54,0,0
329,1,235,100,738,0.67,0,3
88,0,284,274,41,1.73,1,0
120,1,135,97,44,3.28,0,0
84,1,118,95,802,0.86,0,0
104,2,371,80,305,2.83,0,0
291,2,203,122,170,2.14,0,0
328,1,136,70,294,1.81,1,0
42,1,247,126,107,3.36,0,0
119,0,186,173,812,1.25,0,0
53,2,211,134,67,2.43,0,1
100,1,296,245,528,2.66,0,0
116,1,176,83,792,2.24,0,0
334,1,367,321,376,2.56,0,0
181,0,256,102,560,1.21,0,3
260,1,124,97,370,2.09,0,1
167,1,192,113,268,1.57,1,3
109,0,339,326,618,0.69,0,1
28,1,276,194,591,0.88,0,0
28,0,326,215,770,2.16,0,0
294,0,251,247,448,2.08,0,3
8,1,331,63,385,2.38,0,0
257,1,354,254,847,2.11,0,0
158,2,195,118,457,1.33,0,2
229,2,249,246,958,2.5,0,0
311,1,249,210,738,2.46,0,3
192,1,265,132,274,0.53,0,0
27,0,342,230,1125,3.43,0,0
231,1,169,154,218,2.52,1,2
297,0,389,63,1034,2.69,0,0
117,1,240,198,849,1.91,0,0
165,0,337,317,563,1.22,0,0
114,0,124,71,1245,2.52,1,0
149,2,207,83,258,1.46,0,2
288,0,124,74,887,2.73,0,0
323,1,185,180,834,2.47,0,0
17,2,203,171,814,3.5,0,0
262,1,314,60,130,1.84,0,0
306,2,183,182,308,1.65,0,0
127,0,353,307,408,3.15,0,0
263,1,193,90,297,2.64,1,0
77,1,173,60,580,1.41,0,0
363,1,303,295,330,2.44,0,2
195,2,161,52,60,1.31,0,0
234,1,139,131,1219,2.44,0,2
331,1,203,123,1163,2.55,0,0
240,1,297,175,152,2.36,0,0
221,0,311,221,1137,1.94,0,0
253,2,334,97,537,2.91,0,0
274,1,104,87,1084,2.2,0,2
361,1,121,115,915,2.13,0,1
343,1,397,175,1084,2.76,1,3
103,1,396,116,662,0.64,0,2
158,1,279,121,594,1.81,0,0
359,1,399,203,739,2.02,0,0
195,1,307,81,600,2.69,0,1
28,1,178,118,421,2.78,0,0
12,0,296,107,555,2.65,0,0
139,1,353,69,736,1.89,0,0
271,1,127,73,641,2.47,0,0
200,0,340,162,288,2.17,0,0
285,1,178,162,446,2.03,0,0
74,1,224,127,1123,1.64,1,0
29,1,137,58,590,3.04,0,0
79,1,181,115,76,2.71,0,2
132,1,126,97,983,2.2,0,0
223,1,164,63,728,0.94,0,0
164,1,128,98,341,2.54,0,0
52,1,326,147,495,0.85,0,0
246,0,340,276,148,0.63,0,3
141,2,114,60,1037,2.53,0,0
182,1,191,125,199,1.03,0,3
170,1,337,185,280,0.51,1,0
288,1,152,71,1007,3.28,1,0
5,1,304,295,1038,3.49,0,0
43,1,312,165,52,3.09,0,0
351,0,122,53,813,2.85,0,1
268,1,116,78,1191,2.06,0,0
136,1,261,185,166,1.01,0,3
13,1,221,89,521,3.33,0,3
311,2,293,288,1059,2.82,0,2
187,0,383,91,180,1.83,0,3
157,1,201,147,397,2.78,0,0
236,1,200,52,727,1.2,0,2
291,2,351,234,458,1.8,0,0
305,1,286,234,883,2.17,0,0
115,1,236,56,781,3.35,0,0
312,1,121,64,902,1.59,1,0
152,1,125,104,307,0.54,0,0
85,1,117,76,1100,1.36,0,0
275,1,140,85,980,3.19,1,0
180,1,330,288,908,1.84,0,2
305,1,178,159,1087,2.05,0,0
336,2,162,104,473,2.23,0,0
101,0,121,50,401,3.09,1,0
267,1,127,96,382,2.36,0,0
129,1,328,208,47,3.09,0,0
340,1,285,129,254,2.95,0,3
16,1,343,315,661,2.55,0,3
80,1,191,111,1096,3.44,0,0
274,1,258,60,272,3.14,0,0
140,1,199,118,1032,1.56,0,0
315,2,342,53,192,2.09,1,2
60,1,184,82,784,1.08,1,0
253,1,294,143,1124,2.14,0,2
298,1,323,321,16,2.38,0,0
363,1,164,157,595,3.0,0,3
29,1,341,58,931,1.13,0,0
201,0,383,342,494,1.35,0,0
363,1,387,352,393,1.64,0,1
263,1,189,109,500,3.42,0,1
340,1,351,201,536,0.82,1,0
356,1,286,266,1048,1.92,0,0
140,1,229,157,342,2.9,0,1
295,1,176,114,868,1.16,0,0
223,1,215,159,279,2.07,0,2
280,1,231,70,914,2.19,0,0
259,1,148,116,538,2.02,0,0
128,0,329,290,950,2.74,0,3
261,2,256,232,663,3.45,0,0
236,1,147,86,619,0.92,1,0
125,0,224,169,767,0.82,0,0
54,1,157,95,457,2.13,0,0
112,1,246,104,871,3.43,0,0
220,1,352,107,923,1.48,0,0
307,0,307,205,943,3.35,0,1
196,1,396,187,364,1.42,0,0
128,1,342,247,686,1.88,0,0
272,1,216,67,926,1.68,1,2
193,1,163,113,904,2.16,0,0
7,1,208,145,96,3.4,0,2
152,1,389,355,240,2.03,0,0
358,0,152,100,977,0.53,0,2
37,1,390,221,948,1.08,0,0
16,1,330,179,870,0.83,0,3
304,1,150,136,1048,1.34,0,0
264,0,197,149,295,3.02,1,0
137,2,357,134,1237,1.29,0,0
5,2,399,110,1097,2.82,0,0
215,1,177,57,578,0.88,0,3
40,1,163,78,854,1.75,0,2
49,1,124,86,223,1.6,0,0
208,1,196,130,91,1.81,0,0
1,1,101,74,1096,0.53,0,3
156,1,173,76,1125,1.36,0,0
58,1,196,67,1123,1.05,0,2
256,2,300,100,408,2.14,0,2
190,1,207,183,609,0.51,0,3
224,0,257,124,1132,3.39,0,0
204,1,335,111,950,3.44,0,1
17,1,327,224,741,2.05,0,1
60,1,337,219,585,2.14,1,0
99,1,169,108,338,0.81,0,2
22,1,375,127,872,1.67,0,3
322,2,238,109,345,1.84,0,0
276,1,279,144,425,1.79,0,0
309,1,369,209,349,1.28,0,0
320,1,362,294,1204,1.82,1,0
91,1,327,74,798,2.48,0,0
290,1,244,74,515,1.08,0,0
176,1,328,241,568,2.96,0,0
60,2,266,164,144,1.76,0,1
334,1,206,195,155,3.17,0,0
104,0,236,118,139,3.02,0,0
197,1,260,133,231,2.04,0,0
180,1,328,211,319,2.3,0,2
8,1,368,295,578,3.3,0,0
348,1,212,183,729,0.84,1,0
141,0,216,115,235,2.81,0,0
81,1,222,102,511,0.99,0,0
353,1,388,207,390,0.52,0,0
97,0,181,55,1241,1.66,0,3
179,1,373,305,972,1.03,0,0
29,1,283,75,975,3.43,0,0
183,1,156,150,751,3.31,0,0
241,1,283,189,1208,0.78,0,1
364,1,155,138,1051,1.27,0,0
226,0,391,83,1099,1.03,0,2
267,1,231,84,428,1.83,0,2
265,1,307,66,534,1.35,0,0
354,0,142,104,903,2.11,0,2
341,1,219,208,415,2.5,0,0
253,2,125,107,725,1.09,0,3
282,0,249,246,452,2.0,0,0
96,2,323,66,698,1.73,0,0
358,2,313,260,1154,3.16,0,0
77,1,179,69,1197,1.66,0,0
147,1,246,155,1082,3.43,0,1
215,1,337,242,625,2.98,0,0
299,1,289,242,117,0.7,0,0
139,1,260,249,119,2.8,0,0
88,1,130,57,945,3.21,0,3
94,1,123,79,484,2.69,1,0
222,0,332,224,580,3.46,1,0
221,1,226,107,169,1.22,0,0
70,1,182,84,461,3.38,0,0
341,0,270,127,439,0.82,0,0
178,2,119,85,522,1.89,0,0
234,1,374,262,703,2.57,1,3
127,1,194,65,608,3.21,0,0
2,1,387,160,779,2.15,0,3
9,0,361,109,401,2.07,0,0
356,1,291,115,585,2.65,0,2
109,0,197,120,528,3.48,0,2
87,1,232,209,1264,3.5,0,2
275,1,137,74,478,0.67,0,1
134,2,305,130,1071,2.25,0,0
339,1,279,142,696,2.24,0,0
356,0,279,135,407,1.28,0,3
184,0,194,89,238,2.09,0,2
55,1,264,156,435,0.81,0,2
242,1,340,227,373,1.94,0,0
228,1,192,115,269,0.63,0,3
165,0,146,141,293,3.09,0,0
188,1,174,67,444,1.94,0,0
12,1,374,243,1080,0.81,0,0
41,1,302,185,854,1.74,0,2
113,1,243,52,891,1.38,0,2
8,1,267,76,573,2.65,0,0
140,1,273,127,113,3.3,0,0
266,0,308,72,592,1.26,0,0
70,1,269,83,665,1.6,0,2
64,1,387,199,246,2.51,0,2
136,1,142,119,823,2.85,1,0
123,1,370,87,511,1.37,1,2
269,1,292,52,374,0.91,1,2
356,1,370,104,415,1.12,0,2
256,1,273,250,696,2.86,0,0
181,1,193,54,1068,0.76,0,0
124,1,177,172,202,2.16,0,0
302,2,348,278,1217,0.84,0,0
44,1,221,117,725,3.27,1,2
279,1,271,230,936,1.34,0,0
195,0,243,210,263,3.4,0,0
295,1,325,192,817,0.85,0,0
25,1,150,51,1013,0.7,1,0
268,1,165,66,444,2.91,0,0
80,1,390,371,796,1.97,0,0
238,1,382,223,477,2.08,1,0
345,1,243,239,582,1.58,0,0
347,1,319,67,162,2.07,1,1
127,1,278,134,602,2.8,0,0
322,1,399,212,890,3.46,0,2
54,1,257,74,941,3.45,0,2
42,1,199,168,80,0.96,1,2
295,0,157,122,1096,1.57,1,0
224,1,101,70,371,2.71,0,0
46,1,301,292,613,1.74,0,2
270,1,138,86,1000,0.54,0,0
364,2,266,212,943,2.15,0,0
49,2,292,207,564,0.69,0,0
164,1,170,101,853,3.17,0,0
295,1,243,124,608,0.56,0,0
291,0,331,294,207,0.69,0,0
260,2,295,219,110,2.9,1,3
71,1,344,50,1029,2.84,0,0
1,1,134,90,520,0.6,0,2
86,1,207,154,305,2.99,0,0
253,1,219,59,334,0.79,1,0
211,1,215,70,257,1.61,1,1
175,1,114,56,269,2.07,1,0
230,1,212,140,820,1.28,0,0
136,1,374,133,660,1.28,0,0
4,1,230,103,968,1.66,0,2
243,1,345,76,1193,1.43,0,0
159,1,379,272,531,0.66,1,0
11,1,131,86,122,2.27,0,3
350,0,346,127,126,2.69,0,2
111,1,205,121,951,1.04,0,3
195,1,184,79,155,3.06,0,2
265,0,269,176,343,1.77,1,2
193,1,182,106,1017,1.49,1,0
104,0,239,135,94,2.36,1,0
229,1,373,365,728,2.02,0,0
118,1,215,114,1087,2.94,0,2
319,2,215,100,901,2.47,1,0
141,0,393,69,27,0.73,0,0
175,1,123,102,141,2.28,0,0
77,0,277,210,437,1.17,0,3
306,1,199,97,156,1.58,1,2
166,1,123,110,492,1.52,0,0
248,1,334,53,1145,1.29,0,0
185,1,353,136,247,1.99,1,0
310,0,204,158,855,3.28,0,2
350,1,144,56,64,3.14,0,3
246,1,224,118,605,1.8,0,0
6,1,218,148,453,2.16,0,0
206,1,224,103,431,3.09,1,0
6,1,248,165,1064,1.17,0,0
98,1,178,145,668,1.4,0,0
313,0,333,282,663,1.37,1,0
347,0,129,58,58,1.74,0,1
12,0,117,116,285,2.9,0,0
10,1,240,197,301,3.31,0,0
285,1,213,147,374,3.21,0,0
135,1,339,105,901,2.34,1,0
52,1,269,247,367,2.15,0,3
57,0,245,65,1119,1.47,1,0
287,1,248,116,600,0.83,0,0
